"CODE" "PLOT" "BLOCK" "TREAT" "DATE" "SPEC" "SP_CODE" "LIFE.FORM" "NO_STEMS" "BASAL_A" "HEIGHT_M" "LEAVES" "TRUNK" "WEIGHT" "SURV" "WET..g." "DRY" "WATER" "DBH1" "DBH2" "DBH3" "DBH4" "DBH5" "DBH6" "DBH7" "DBH8" "DBH9" "DBH10" "DBH11" "DBH12" "DBH13" "DBH14" "DBH15" "DBH16" "DBH17" "DBH18" "DBH19" "DBH20" "DBH21" "DBH22" "DBH23" "DBH24" "DBH25" "DBH26" "DBH27" "DBH28" "DBH29" "DBH30" "DBH31" "DBH32" "DBH33" "DBH34" "DBH35" "DBH36" "DBH37" "DBH38" "DBH39" "DBH40" "DBH41" "DBH42" "DBH43" "DBH44" "DBH45" "DBH46" "DBH47"
"279" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA "0.47" "0.43" "0.9" "KM" 28.8 7.4 21.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"280" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.76" "0.695" "1.455" "KM" 19.29 2.96 16.33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"281" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Sphaerostephanos unitus" "SPHAUN" "fern" NA NA NA "4.05" NA "4.05" "KM" 17.71 4.31 13.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"282" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "2.415" NA "2.415" "KM" 11.18 2.33 8.85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"283" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Stachytarpheta urticaefolia" "STACUR" "herb" NA NA NA "6.735" "3.405" "10.14" "KM" 17.86 4.19 13.67 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"284" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Breynia cernua" "BREYCE" "shrub" NA NA NA "0.04236" "0.165" "0.20736" "KM" 17.71 6.09 11.62 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"285" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA "0.0173" NA "0.0173" "KM" 4.33 1.16 3.17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"286" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Marsdenia velutina" "MARSVE" "vine" NA NA NA "0.0178" NA "0.0178" "KM" 3.11 0.64 2.47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"287" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Stemona papuana" "STEMPA" "vine" NA NA NA "0.00706" NA "0.00706" "KM" 3.63 1.12 2.51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"288" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Ficus congesta" "FICUCO" "tree" 1 NA NA "0.01543" NA "0.01543" "KM" 6.28 1.88 4.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"289" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Hornstedtia lycostoma" "HORNLY" "herb" NA NA NA "0.00755" NA "0.00755" "KM" 2.67 0.63 2.04 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"290" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "0.01176" NA "0.01176" "KM" 4.25 0.97 3.28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"291" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Cyperus rotundus" "CYPHRO" "sedge" NA NA NA "0.04289" NA "0.04289" "KM" 11.47 2.15 9.32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"292" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Abrus precatorius" "ABRUPR" "vine" NA NA NA "0.03651" "0.04626" "0.08277" "KM" 3.24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"293" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Davallia denticulata" "DAVADE" "fern" NA NA NA "0.01051" NA "0.01051" "KM" 2.72 0.44 2.28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"294" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 3 12.14 3.98 "1.67" "2.47" "4.14" "KM" 24.4 6.2 18.2 2.4 2.1 2.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"295" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Melochia sp. 1" "MELOS1" "tree" 5 95.01 5.53 "30.965" "21.68" "52.645" "KM" 20.25 6.39 13.86 3.7 5 5.2 3 6.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"296" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Trichospermum pleiostigma" "TRICPL" "tree" 2 5.81 3.15 "1.115" "1.645" "2.76" "KM" 21.8 5.81 15.99 2.2 1.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"297" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Piper aduncum" "PIPEAD" "tree" 1 NA NA "0.02123" NA "0.02123" "KM" 10.02 1.46 8.56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"298" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA "0.75" "0.455" "1.205" "KM" 24.36 6.94 17.42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"299" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.995" NA "0.995" "KM" 3.85 0.77 3.08 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"300" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.10896" NA "0.10896" "KM" 22.98 3.36 19.62 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"301" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "1.15" NA "1.15" "KM" 4.3 1.15 3.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"302" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Stachytarpheta urticaefolia" "STACUR" "herb" NA NA NA "3.62" "2.36" "5.98" "KM" 20.67 4.93 15.74 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"303" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Davallia denticulata" "DAVADE" "fern" NA NA NA "0.02835" NA "0.02835" "KM" 7.06 0.99 6.07 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"304" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Breynia cernua" "BREYCE" "shrub" NA NA NA "0.02522" "0.05051" "0.07573" "KM" 7.78 1.72 6.06 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"305" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Dracena angustifolia" "DRACAN" "sedge" NA NA NA "0.0553" NA "0.0553" "KM" 6.74 1.71 5.03 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"306" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Marsdenia velutina" "MARSVE" "vine" NA NA NA "0.11642" NA "0.11642" "KM" 19.51 3.91 15.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"307" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Endospermum labios" "ENDOLA" "tree" NA NA NA "0.01083" NA "0.01083" "KM" 5.2 0.93 4.27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"308" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Stemona papuana" "STEMPA" "vine" NA NA NA "0.0031" NA "0.0031" "KM" 1.32 0.39 0.93 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"309" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Hamalantus novoguinensis" "HAMANO" "tree" 1 NA NA "0.00883" NA "0.00883" "KM" 3.98 1.07 2.91 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"310" "WG4P3" "P3" "WG4" "WEEVIL125" "07/23/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA "0.02123" NA "0.02123" "KM" 2.81 1.04 1.77 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"311" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Melochia sp. 1" "MELOS1" "tree" 47 347.28 4.31 "32.94" "119.955" "152.895" "KM" 18.33 7.19 11.14 7.2 1.2 1.2 3.4 2.2 2.1 1.2 1.6 3 2.7 1.4 3 1.3 2.9 2.8 4.2 2.8 2.5 3.6 1.5 1.7 2.6 2.9 5.2 2.2 1.4 4.5 2.4 3.2 3.4 2 3.3 2.8 3.4 1.7 1.9 2.5 4.3 2.5 3 1.9 1.8 1.7 4.3 2.5 7.3 1.5
"312" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 1 2.27 4.7 "0.03347" "0.44" "0.47347" "KM" 15.27 3.06 12.21 1.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"313" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Trichospermum pleiostigma" "TRICPL" "tree" 1 1.77 2.5 "0.21" "0.54" "0.75" "KM" 15.42 4.05 11.37 1.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"314" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA "0.43" NA "0.43" "KM" 22.46 6.06 16.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"315" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "0.385" NA "0.385" "KM" 6.91 2.16 4.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"316" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Ficus wassa" "FICUWA" "tree" 1 NA NA "0.05943" "0.07903" "0.13846" "KM" 20.47 7.45 13.02 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"317" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Cyperus rotundus" "CYPHRO" "sedge" NA NA NA "0.46" NA "0.46" "KM" 10.83 2.89 7.94 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"318" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Imperata cyllindrica" "IMPECY" "grass" NA NA NA "0.05324" NA "0.05324" "KM" 2.65 0.98 1.67 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"319" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Macaranga tanarius" "MACATA" "tree" 1 NA NA "0.04502" "0.03981" "0.08483" "KM" 15.01 5.27 9.74 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"320" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Piptrus argenteus" "PIPTAR" "tree" 1 NA NA "0.06148" "0.07078" "0.13226" "KM" 18.02 5.76 12.26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"321" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.07738" NA "0.07738" "KM" 11.04 1.82 9.22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"322" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Dracena angustifolia" "DRACAN" "sedge" NA NA NA "0.085" "0.01792" "0.10292" "KM" 9.68 1.67 8.01 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"323" "WG4P4" "P4" "WG4" "WEEVIL25" "07/28/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.03528" NA "0.03528" "KM" 16.38 2.29 14.09 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"324" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Melochia sp. 1" "MELOS1" "tree" 28 228.94 3.77 "20.16" "55.565" "75.725" "KM" 17.48 NA NA 3.4 1.5 3.3 1.2 6.5 1.2 3.1 1.9 2.4 4.7 3.9 1.3 1.4 1.9 4.7 3.8 3.6 1.7 3.6 3.1 3.6 2.3 3.6 3.7 2.3 2.7 4.9 1.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"325" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 1 1.33 2.8 "0.04865" "0.235" "0.28365" "KM" 18.21 3.71 14.5 1.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"326" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Premna sp. 1" "PREMS1" "tree" 1 3.14 2.4 "0.27" "1.3" "1.57" "KM" 13.22 4.13 9.09 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"327" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Cucurbita sp. 1" "CUCUS1" "herb" NA NA NA "4.875" NA "4.875" "KM" 29.89 5.23 24.66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"328" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Stachytarpheta urticaefolia" "STACUR" "herb" NA NA NA "2.095" "1.365" "3.46" "KM" 19.59 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"329" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA "1.995" NA "1.995" "KM" 4.95 1.46 3.49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"330" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.14778" NA "0.14778" "KM" 7.75 1.35 6.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"331" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Manihot esculenta" "MANIES" "tree" 1 3.14 3.8 "0.39" "1.285" "1.675" "KM" 13.85 4 9.85 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"332" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Abrus precatorius" "ABRUPR" "vine" NA NA NA "0.0585" "0.545" "0.6035" "KM" 4.57 2.13 2.44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"333" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Passiflora foetida" "PASSFO" "vine" NA NA NA "0.615" NA "0.615" "KM" 16.36 3.29 13.07 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"334" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "0.29" NA "0.29" "KM" 10.97 2.07 8.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"335" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Dracena angustifolia" "DRACAN" "sedge" NA NA NA "0.10117" "0.03292" "0.13409" "KM" 7.89 1.55 6.34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"336" "WG4P5" "P5" "WG4" "INSECTICIDE" "07/29/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA "0.08025" "0.08325" "0.1635" "KM" 49.43 7.17 42.26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"337" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Trichospermum pleiostigma" "TRICPL" "tree" 5 35.96 3.68 "4.135" "8.885" "13.02" "KM" 16.2 7.29 8.91 1.1 3.9 4.4 1.8 2.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"338" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 11 60.71 4.59 "5.84" "15.79" "21.63" "KM" 16.46 4.59 11.87 4 1.9 2.7 2.6 1.7 2.1 2 3.4 2.1 3.1 2.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"339" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Premna obtusifolia" "PREMOB" "tree" 8 19.06 3.23 "2.75" "6" "8.75" "KM" 28.98 9.35 19.63 1.5 1.4 1.7 1.6 1.6 1.8 2.5 1.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"340" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Melochia sp. 1" "MELOS1" "tree" 3 42.46 3.5 "10.51" "20.87" "31.38" "KM" 20.11 12.01 8.1 7.1 1.3 1.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"341" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Cordyline terminalis" "CORDTE" "herb" NA 4.91 3.85 "4.145" "4.005" "8.15" "KM" 24.23 7.46 16.77 1.5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"342" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Macaranga tanarius" "MACATA" "tree" 1 NA NA "0.305" "0.275" "0.58" "KM" 13.81 5.24 8.57 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"343" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Ficus wassa" "FICUWA" "tree" 1 NA NA "0.235" "0.31" "0.545" "KM" 16.82 6.73 10.09 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"344" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Cucurbita sp. 1" "CUCUS1" "herb" NA NA NA "3.96" NA "3.96" "KM" 24.8 3.32 21.48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"345" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Carica papaya" "CARIPA" "tree" 1 2.84 2.3 "0.24" "0.855" "1.095" "KM" 18.42 3.52 14.9 1.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"346" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Marsdenia velutina" "MARSVE" "vine" NA NA NA "1.165" NA "1.165" "KM" 17 3.44 13.56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"347" "WG4P6" "P6" "WG4" "FUNGICIDE" "07/25/16" "Passiflora foetida" "PASSFO" "vine" NA NA NA "1.825" NA "1.825" "KM" 13.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
